id,date,trade_code,high,low,open,close,volume,created_at,updated_at
,8/5/2020,BBS,17,16.3,17,16.3,"349,772",,
,8/4/2020,BBS,17.1,16.5,17,16.9,"494,319",,
,8/3/2020,BBS,17.1,16.4,16.5,16.7,"439,757",,
,7/30/2020,BBS,16.6,16.2,16.2,16.5,"409,338",,
,7/29/2020,BBS,16.2,16.2,16.2,16.2,"38,145",,
,7/28/2020,BBS,16.2,16.2,16.2,16.2,"107,340",,
,7/27/2020,BBS,16.2,16.2,16.2,16.2,"13,612",,
,7/26/2020,BBS,16.2,16.2,16.2,16.2,"6,180",,
,7/23/2020,BBS,16.2,16.2,16.2,16.2,"3,160",,
,7/22/2020,BBS,16.2,16.2,16.2,16.2,"6,480",,
,7/21/2020,BBS,16.2,16.2,16.2,16.2,"4,800",,
,7/20/2020,BBS,16.2,16.2,16.2,16.2,"1,725",,
,7/19/2020,BBS,16.2,16.2,16.2,16.2,"11,501",,
,7/16/2020,BBS,16.2,16.2,16.2,16.2,600,,
,7/15/2020,BBS,16.2,16.2,16.2,16.2,"2,462",,
,7/14/2020,BBS,16.4,16.2,16.2,16.2,"38,314",,
,7/13/2020,BBS,16.7,16.2,16.2,16.2,"394,778",,
,7/12/2020,BBS,16.2,16.2,16.2,16.2,"50,122",,
,7/9/2020,BBS,16.2,16.2,16.2,16.2,"14,658",,
,7/8/2020,BBS,16.2,16.2,16.2,16.2,"1,064",,
,7/7/2020,BBS,16.2,16.2,16.2,16.2,10,,
,7/6/2020,BBS,16.2,16.2,16.2,16.2,40,,
,7/5/2020,BBS,0,0,0,16.2,0,,
,7/2/2020,BBS,16.2,16.2,16.2,16.2,"2,103",,
,8/10/2020,BBSCABLES,63.5,60,62.8,60.9,"1,042,995",,
,8/9/2020,BBSCABLES,64,61.5,61.5,62.7,"915,189",,
,8/6/2020,BBSCABLES,61.5,59.6,60.5,60.7,"680,209",,
,8/5/2020,BBSCABLES,62.4,60,61.8,60.5,"664,993",,
,8/4/2020,BBSCABLES,62.5,58.9,59,61.8,"1,451,687",,
,8/3/2020,BBSCABLES,59.2,56.8,56.8,58.9,"785,027",,
,7/30/2020,BBSCABLES,57.8,56.8,57.8,57.1,"488,907",,
,7/29/2020,BBSCABLES,58,57,57.7,57.8,"707,925",,
,7/28/2020,BBSCABLES,57.8,55.2,55.7,57.2,"907,116",,
,7/27/2020,BBSCABLES,56.2,55,55.2,55.7,"249,022",,
,7/26/2020,BBSCABLES,55.6,54.8,55,55.2,"212,355",,
,7/23/2020,BBSCABLES,55.8,54.9,55.4,55.2,"211,084",,
,7/22/2020,BBSCABLES,56.8,55.1,55.7,55.5,"291,894",,
,7/21/2020,BBSCABLES,56.9,55.3,56,55.7,"486,103",,
,7/20/2020,BBSCABLES,56,54.6,54.6,55.5,"251,400",,
,7/19/2020,BBSCABLES,54.6,54.6,54.6,54.6,"26,014",,
,7/16/2020,BBSCABLES,54.8,54.6,54.8,54.6,"108,986",,
,7/15/2020,BBSCABLES,55.4,54.6,55,54.8,"213,464",,
,7/14/2020,BBSCABLES,57,54.8,57,55,"368,520",,
,7/13/2020,BBSCABLES,58.5,56.2,57.7,57.1,"318,156",,
,7/12/2020,BBSCABLES,57.9,54.6,54.6,57.2,"742,846",,
,7/9/2020,BBSCABLES,54.6,54.6,54.6,54.6,"30,953",,
,7/8/2020,BBSCABLES,54.6,54.6,54.6,54.6,"8,505",,
,7/7/2020,BBSCABLES,54.6,54.6,54.6,54.6,"4,746",,
,7/6/2020,BBSCABLES,54.6,54.6,54.6,54.6,235,,
,7/5/2020,BBSCABLES,54.6,54.6,54.6,54.6,650,,
,7/2/2020,BBSCABLES,54.6,54.6,54.6,54.6,"2,855",,
,8/10/2020,BDAUTOCA,159,151.6,153.5,156,"131,191",,
,8/9/2020,BDAUTOCA,153.1,149.5,151,152.5,"96,517",,
,8/6/2020,BDAUTOCA,150.5,147.3,149.5,148.5,"83,804",,
,8/5/2020,BDAUTOCA,151.8,147.4,150,147.6,"37,291",,
,8/4/2020,BDAUTOCA,151.9,147.5,147.5,149.9,"54,855",,
,8/3/2020,BDAUTOCA,149.1,147.3,147.3,147.5,"57,933",,
,7/30/2020,BDAUTOCA,148.8,147.3,147.5,147.5,"39,202",,
,7/29/2020,BDAUTOCA,149,147.3,147.8,147.4,"62,316",,
,7/28/2020,BDAUTOCA,150.1,147.3,149.4,147.6,"47,666",,
,7/27/2020,BDAUTOCA,152.9,148.5,151.9,149.3,"32,384",,
,7/26/2020,BDAUTOCA,151.5,148.2,148.3,150.6,"45,559",,
,7/23/2020,BDAUTOCA,148.6,147.3,147.8,147.5,"39,403",,
,7/22/2020,BDAUTOCA,151.3,147.3,150.5,147.6,"37,975",,
,7/21/2020,BDAUTOCA,152,147.3,148.2,148.3,"61,206",,
,7/20/2020,BDAUTOCA,149.7,147.3,147.3,147.6,"28,140",,
,7/19/2020,BDAUTOCA,152.8,147.3,151,147.3,"58,374",,
,7/16/2020,BDAUTOCA,154.3,149,154.1,150,"42,278",,
,7/15/2020,BDAUTOCA,155,148.2,152.4,154.1,"43,694",,
,7/14/2020,BDAUTOCA,157.8,147.3,154,148.4,"60,063",,
,7/13/2020,BDAUTOCA,162.8,152,160,154.3,"86,993",,
,7/12/2020,BDAUTOCA,162.6,148.8,152.4,158.3,"130,660",,
,7/9/2020,BDAUTOCA,151.6,147.3,147.3,147.9,"58,476",,
,7/8/2020,BDAUTOCA,147.3,147.3,147.3,147.3,"1,413",,
,7/7/2020,BDAUTOCA,147.3,147.3,147.3,147.3,336,,
,7/6/2020,BDAUTOCA,147.3,147.3,147.3,147.3,132,,
,7/5/2020,BDAUTOCA,147.3,147.3,147.3,147.3,900,,
,7/2/2020,BDAUTOCA,147.3,147.3,147.3,147.3,"3,275",,
,8/10/2020,BDCOM,22,21,21.9,21.2,"397,814",,
,8/9/2020,BDCOM,22.2,21.5,21.8,21.7,"924,164",,
,8/6/2020,BDCOM,22.7,21.3,22.7,21.5,"766,020",,
,8/5/2020,BDCOM,22.5,21.3,21.6,22.2,"1,531,471",,
,8/4/2020,BDCOM,21.9,20.4,21.9,21.5,"1,002,718",,
,8/3/2020,BDCOM,22,20.6,20.7,21.5,"1,261,884",,
,7/30/2020,BDCOM,20.7,19.2,19.7,20.6,"1,405,595",,
,7/29/2020,BDCOM,19.9,18.4,18.4,19.6,"1,195,251",,
,7/28/2020,BDCOM,18.6,17.7,17.7,18.3,"1,211,019",,
,7/27/2020,BDCOM,18.2,17.5,18.2,17.7,"488,060",,
,7/26/2020,BDCOM,18.3,17.2,17.3,18,"471,066",,
,7/23/2020,BDCOM,17.5,17.1,17.4,17.3,"218,169",,
,7/22/2020,BDCOM,17.7,17.4,17.5,17.4,"398,670",,
,7/21/2020,BDCOM,17.5,17,17,17.3,"544,191",,
,7/20/2020,BDCOM,17,17,17,17,"23,161",,
,7/19/2020,BDCOM,17,17,17,17,"49,004",,
,7/16/2020,BDCOM,17,17,17,17,"35,208",,
,7/15/2020,BDCOM,17.1,17,17,17,"115,113",,
,7/14/2020,BDCOM,17.2,17,17,17,"82,045",,
,7/13/2020,BDCOM,17.6,17.1,17.5,17.2,"103,971",,
,7/12/2020,BDCOM,17.5,17.2,17.4,17.4,"148,614",,
,7/9/2020,BDCOM,17.5,17,17,17.2,"256,513",,
,7/8/2020,BDCOM,17,17,17,17,"125,634",,
,7/7/2020,BDCOM,17,17,17,17,"1,200",,
,7/6/2020,BDCOM,17,17,17,17,"41,400",,
,7/5/2020,BDCOM,17,17,17,17,"7,800",,
,7/2/2020,BDCOM,0,0,0,17,0,,
,8/10/2020,BDFINANCE,9.1,8.4,9.1,8.5,"908,406",,
,8/9/2020,BDFINANCE,9.2,8.7,8.8,9.1,"1,086,781",,
,8/6/2020,BDFINANCE,8.9,8.3,8.9,8.6,"1,118,283",,
,8/5/2020,BDFINANCE,9.1,8.7,8.7,8.8,"1,374,080",,
,8/4/2020,BDFINANCE,8.8,8.1,8.1,8.7,"1,127,145",,
,8/3/2020,BDFINANCE,8.2,7.9,7.9,8.1,"512,510",,
,7/30/2020,BDFINANCE,8.1,7.9,7.9,7.9,"715,117",,
,7/29/2020,BDFINANCE,7.9,7.9,7.9,7.9,"89,859",,
,7/28/2020,BDFINANCE,7.9,7.9,7.9,7.9,"215,675",,
,7/27/2020,BDFINANCE,7.9,7.9,7.9,7.9,"92,960",,
,7/26/2020,BDFINANCE,7.9,7.9,7.9,7.9,"37,433",,
,7/23/2020,BDFINANCE,7.9,7.9,7.9,7.9,"18,400",,
,7/22/2020,BDFINANCE,8.1,7.9,8,7.9,"329,960",,
,7/21/2020,BDFINANCE,8,7.9,7.9,8,"597,632",,
,7/20/2020,BDFINANCE,7.9,7.9,7.9,7.9,"1,250",,
,7/19/2020,BDFINANCE,0,0,0,7.9,0,,
,7/16/2020,BDFINANCE,7.9,7.9,7.9,7.9,"2,010",,
,7/15/2020,BDFINANCE,7.9,7.9,7.9,7.9,733,,
,7/14/2020,BDFINANCE,7.9,7.9,7.9,7.9,900,,
,7/13/2020,BDFINANCE,7.9,7.9,7.9,7.9,"3,001",,
,7/12/2020,BDFINANCE,7.9,7.9,7.9,7.9,"3,761",,
,7/9/2020,BDFINANCE,7.9,7.9,7.9,7.9,"3,900",,
,7/8/2020,BDFINANCE,7.9,7.9,7.9,7.9,"10,100",,
,7/7/2020,BDFINANCE,7.9,7.9,7.9,7.9,100,,
,7/6/2020,BDFINANCE,7.9,7.9,7.9,7.9,50,,
,7/5/2020,BDFINANCE,7.9,7.9,7.9,7.9,"1,400",,
,7/2/2020,BDFINANCE,7.9,7.9,7.9,7.9,10,,
,8/10/2020,BDLAMPS,127.5,120.2,120.2,125.8,"38,009",,
,8/9/2020,BDLAMPS,123.8,115.5,115.5,120,"38,089",,
,8/6/2020,BDLAMPS,117,114,114,115.3,"6,048",,
,8/5/2020,BDLAMPS,116.2,113.3,115.1,113.7,"14,627",,
,8/4/2020,BDLAMPS,118.5,115.3,116,116.1,"10,737",,
,8/3/2020,BDLAMPS,117.3,115.1,117.3,116.3,"15,366",,
,7/30/2020,BDLAMPS,119,115,115.1,117.3,"9,881",,
,7/29/2020,BDLAMPS,118,114.4,118,116.4,"8,879",,
,7/28/2020,BDLAMPS,116,113.5,114,115.4,"13,566",,
,7/27/2020,BDLAMPS,116.9,113.2,116,113.3,"7,308",,
,7/26/2020,BDLAMPS,122,115.1,117.8,115.6,"13,858",,
,7/23/2020,BDLAMPS,120,112.7,112.9,117.4,"41,346",,
,7/22/2020,BDLAMPS,116.5,112.7,112.7,112.7,"5,023",,
,7/21/2020,BDLAMPS,114,112.7,112.7,112.7,"9,301",,
,7/20/2020,BDLAMPS,112.7,112.7,112.7,112.7,902,,
,7/19/2020,BDLAMPS,112.7,112.7,112.7,112.7,"1,365",,
,7/16/2020,BDLAMPS,112.7,112.7,112.7,112.7,"1,227",,
,7/15/2020,BDLAMPS,112.8,112.7,112.7,112.7,"2,924",,
,7/14/2020,BDLAMPS,114.9,112.7,114,112.7,"7,061",,
,7/13/2020,BDLAMPS,114.3,112.7,113.7,112.7,"7,756",,
,7/12/2020,BDLAMPS,117,112.9,112.9,116.5,"12,013",,
,7/9/2020,BDLAMPS,123.9,112.7,112.7,112.7,"18,584",,
,7/8/2020,BDLAMPS,112.7,112.7,112.7,112.7,"1,830",,
,7/7/2020,BDLAMPS,112.7,112.7,112.7,112.7,18,,
,7/6/2020,BDLAMPS,112.7,112.7,112.7,112.7,"2,412",,
,7/5/2020,BDLAMPS,112.7,112.7,112.7,112.7,"9,540",,
,7/2/2020,BDLAMPS,112.7,112.7,112.7,112.7,1,,
,8/10/2020,BDSERVICE,0,0,0,5.2,0,,
,8/9/2020,BDSERVICE,0,0,0,5.2,0,,
,8/6/2020,BDSERVICE,0,0,0,5.2,0,,
,8/5/2020,BDSERVICE,0,0,0,5.2,0,,
,8/4/2020,BDSERVICE,0,0,0,5.2,0,,
,8/3/2020,BDSERVICE,0,0,0,5.2,0,,
,7/30/2020,BDSERVICE,0,0,0,5.2,0,,
,7/29/2020,BDSERVICE,0,0,0,5.2,0,,
,7/28/2020,BDSERVICE,0,0,0,5.2,0,,
,7/27/2020,BDSERVICE,0,0,0,5.2,0,,
,7/26/2020,BDSERVICE,0,0,0,5.2,0,,
,7/23/2020,BDSERVICE,0,0,0,5.2,0,,
,7/22/2020,BDSERVICE,0,0,0,5.2,0,,
,7/21/2020,BDSERVICE,0,0,0,5.2,0,,
,7/20/2020,BDSERVICE,0,0,0,5.2,0,,
,7/19/2020,BDSERVICE,0,0,0,5.2,0,,
,7/16/2020,BDSERVICE,0,0,0,5.2,0,,
,7/15/2020,BDSERVICE,0,0,0,5.2,0,,
,7/14/2020,BDSERVICE,0,0,0,5.2,0,,
,7/13/2020,BDSERVICE,0,0,0,5.2,0,,
,7/12/2020,BDSERVICE,0,0,0,5.2,0,,
,7/9/2020,BDSERVICE,0,0,0,5.2,0,,
,7/8/2020,BDSERVICE,0,0,0,5.2,0,,
,7/7/2020,BDSERVICE,0,0,0,5.2,0,,
,7/6/2020,BDSERVICE,0,0,0,5.2,0,,
,7/5/2020,BDSERVICE,0,0,0,5.2,0,,
,7/2/2020,BDSERVICE,0,0,0,5.2,0,,
,8/10/2020,BDTHAI,12.3,11.5,11.5,12.3,"611,728",,
,8/9/2020,BDTHAI,11.2,10.3,10.5,11.2,"425,225",,
,8/6/2020,BDTHAI,10.3,10,10,10.2,"100,865",,
,8/5/2020,BDTHAI,10.3,10,10.2,10,"334,593",,
,8/4/2020,BDTHAI,10.6,10.1,10.6,10.2,"262,778",,
,8/3/2020,BDTHAI,11,10,10,10.6,"538,363",,
,7/30/2020,BDTHAI,10,10,10,10,"47,939",,
,7/29/2020,BDTHAI,10,10,10,10,"1,002",,
,7/28/2020,BDTHAI,10,10,10,10,"1,675",,
,7/27/2020,BDTHAI,10,10,10,10,"6,410",,
,7/26/2020,BDTHAI,10,10,10,10,"1,015",,
,7/23/2020,BDTHAI,10,10,10,10,"2,350",,
,7/22/2020,BDTHAI,0,0,0,10,0,,
,7/21/2020,BDTHAI,10,10,10,10,100,,
,7/20/2020,BDTHAI,0,0,0,10,0,,
,7/19/2020,BDTHAI,10,10,10,10,10,,
,7/16/2020,BDTHAI,0,0,0,10,0,,
,7/15/2020,BDTHAI,10,10,10,10,"4,229",,
,7/14/2020,BDTHAI,10,10,10,10,"3,400",,
,7/13/2020,BDTHAI,10,10,10,10,"4,690",,
,7/12/2020,BDTHAI,10,10,10,10,"5,672",,
,7/9/2020,BDTHAI,10,10,10,10,350,,
,7/8/2020,BDTHAI,10,10,10,10,15,,
,7/7/2020,BDTHAI,0,0,0,10,0,,
,7/6/2020,BDTHAI,0,0,0,10,0,,
,7/5/2020,BDTHAI,10,10,10,10,200,,
,7/2/2020,BDTHAI,0,0,0,10,0,,
,8/10/2020,BDWELDING,22.9,20,21.1,22.2,"1,372,084",,
,8/9/2020,BDWELDING,21.3,20.4,21,20.9,"342,448",,
,8/6/2020,BDWELDING,22.1,19.8,21.7,21,"511,658",,
,8/5/2020,BDWELDING,22.9,21,22,21.7,"530,853",,
,8/4/2020,BDWELDING,22.9,20.2,22.9,22,"1,067,024",,
,8/3/2020,BDWELDING,20.9,20.4,20.4,20.9,"160,109",,
,7/30/2020,BDWELDING,19.1,17.2,17.2,19,"613,527",,
,7/29/2020,BDWELDING,17.4,16.8,17.3,17.4,"187,981",,
,7/28/2020,BDWELDING,17.1,15.5,15.5,16.8,"98,384",,
,7/27/2020,BDWELDING,15.8,15.1,15.1,15.8,"35,507",,
,7/26/2020,BDWELDING,15.9,15.3,15.7,15.5,"18,783",,
,7/23/2020,BDWELDING,15.8,15,15.8,15.7,"36,451",,
,7/22/2020,BDWELDING,15.3,14.5,15,14.8,"19,127",,
,7/21/2020,BDWELDING,14.7,14.5,14.7,14.6,"6,422",,
,7/20/2020,BDWELDING,15.4,14.4,15,14.6,"36,628",,
,7/19/2020,BDWELDING,15.7,14.5,15,14.9,"28,487",,
,7/16/2020,BDWELDING,15.6,14.9,15.2,15,"42,285",,
,7/15/2020,BDWELDING,15.7,14.6,15.2,15.2,"4,904",,
,7/14/2020,BDWELDING,16,15.6,16,15.8,"15,744",,
,7/13/2020,BDWELDING,16.5,15.8,16,16,"78,691",,
,7/12/2020,BDWELDING,16,15.5,15.9,16,"30,725",,
,7/9/2020,BDWELDING,15.7,15,15,15.6,"62,786",,
,7/8/2020,BDWELDING,15.1,14.8,14.8,15,"14,252",,
,7/7/2020,BDWELDING,15,14.6,14.6,14.9,"61,973",,
,7/6/2020,BDWELDING,14.7,14.4,14.4,14.6,"9,264",,
,7/5/2020,BDWELDING,14.7,14.5,14.5,14.5,"18,957",,
,7/2/2020,BDWELDING,14.4,14.3,14.3,14.3,654,,
,8/10/2020,BEACHHATCH,15,14.2,15,14.4,"89,258",,
,8/9/2020,BEACHHATCH,14.9,13.6,13.6,14.9,"231,422",,
,8/6/2020,BEACHHATCH,14,13.6,13.6,13.6,"189,228",,
,8/5/2020,BEACHHATCH,14.3,13.6,14.3,13.6,"101,933",,
,8/4/2020,BEACHHATCH,14.9,13.6,13.6,13.7,"171,129",,
,8/3/2020,BEACHHATCH,13.9,13.6,13.6,13.6,"415,628",,
,7/30/2020,BEACHHATCH,13.6,13.6,13.6,13.6,936,,
,7/29/2020,BEACHHATCH,13.6,13.6,13.6,13.6,"1,647",,
,7/28/2020,BEACHHATCH,13.6,13.6,13.6,13.6,"12,918",,
,7/27/2020,BEACHHATCH,13.6,13.6,13.6,13.6,"1,780",,
,7/26/2020,BEACHHATCH,13.6,13.6,13.6,13.6,5,,
,7/23/2020,BEACHHATCH,13.6,13.6,13.6,13.6,55,,
,7/22/2020,BEACHHATCH,13.6,13.6,13.6,13.6,"17,100",,
,7/21/2020,BEACHHATCH,13.6,13.6,13.6,13.6,"7,400",,
,7/20/2020,BEACHHATCH,13.6,13.6,13.6,13.6,"3,722",,
,7/19/2020,BEACHHATCH,13.6,13.6,13.6,13.6,1,,
,7/16/2020,BEACHHATCH,13.6,13.6,13.6,13.6,4,,
,7/15/2020,BEACHHATCH,13.6,13.6,13.6,13.6,"12,289",,
,7/14/2020,BEACHHATCH,13.6,13.6,13.6,13.6,204,,
,7/13/2020,BEACHHATCH,13.6,13.6,13.6,13.6,562,,
,7/12/2020,BEACHHATCH,13.6,13.6,13.6,13.6,100,,
,7/9/2020,BEACHHATCH,13.6,13.6,13.6,13.6,200,,
,7/8/2020,BEACHHATCH,13.6,13.6,13.6,13.6,"1,700",,
,7/7/2020,BEACHHATCH,0,0,0,13.6,0,,
,7/6/2020,BEACHHATCH,13.6,13.6,13.6,13.6,150,,
,7/5/2020,BEACHHATCH,13.6,13.6,13.6,13.6,250,,
,7/2/2020,BEACHHATCH,13.6,13.6,13.6,13.6,50,,
,8/10/2020,BEACONPHAR,94,86.5,89,89.1,"697,105",,
,8/9/2020,BEACONPHAR,86.2,80.4,80.4,86.2,"812,693",,
,8/6/2020,BEACONPHAR,80.7,76.3,77.4,78.4,"1,846,645",,
,8/5/2020,BEACONPHAR,78.6,76.3,78,77.1,"420,871",,
,8/4/2020,BEACONPHAR,79.3,76,78.9,78.2,"1,055,241",,
,8/3/2020,BEACONPHAR,80.9,77.6,78,78.4,"866,390",,
,7/30/2020,BEACONPHAR,79.2,73.6,73.9,77.6,"1,055,465",,
,7/29/2020,BEACONPHAR,74.5,71,73.9,72.1,"601,289",,
,7/28/2020,BEACONPHAR,75.2,73.7,75.2,73.9,"296,818",,
,7/27/2020,BEACONPHAR,75.7,74.3,75,75.2,"1,421,001",,
,7/26/2020,BEACONPHAR,75.7,73.5,75,75,"1,611,755",,
,7/23/2020,BEACONPHAR,75.3,72.9,72.9,75,"791,591",,
,7/22/2020,BEACONPHAR,73.1,71.3,72.1,72.8,"679,760",,
,7/21/2020,BEACONPHAR,72.5,68.5,68.5,72.1,"709,618",,
,7/20/2020,BEACONPHAR,69.4,66.8,67.9,67.9,"529,462",,
,7/19/2020,BEACONPHAR,73,66.8,72.5,66.9,"786,118",,
,7/16/2020,BEACONPHAR,76,72,75.9,74.2,"525,979",,
,7/15/2020,BEACONPHAR,76.8,72.3,72.7,75.9,"1,730,850",,
,7/14/2020,BEACONPHAR,74.5,72.1,72.4,72.6,"537,083",,
,7/13/2020,BEACONPHAR,74,71.9,73.3,72.4,"710,556",,
,7/12/2020,BEACONPHAR,75,70,71.9,73.3,"1,452,385",,
,7/9/2020,BEACONPHAR,73.4,68.1,69,71.9,"1,529,092",,
,7/8/2020,BEACONPHAR,67.5,61.4,61.4,67.5,"1,403,415",,
,7/7/2020,BEACONPHAR,66,60.7,60.7,61.4,"2,071,425",,
,7/6/2020,BEACONPHAR,60.7,60.7,60.7,60.7,"210,438",,
,7/5/2020,BEACONPHAR,0,0,0,60.7,0,,
,7/2/2020,BEACONPHAR,60.7,60.7,60.7,60.7,"9,005",,
,8/10/2020,BENGALWTL,18.9,18,18.7,18.2,"314,191",,
,8/9/2020,BENGALWTL,19,18.3,18.5,18.5,"443,253",,
,8/6/2020,BENGALWTL,18.7,17,17.5,18.1,"649,020",,
,8/5/2020,BENGALWTL,17.7,17.2,17.4,17.3,"237,166",,
,8/4/2020,BENGALWTL,17.9,17.3,17.7,17.4,"274,233",,
,8/3/2020,BENGALWTL,17.7,17.4,17.5,17.5,"187,094",,
,7/30/2020,BENGALWTL,17.7,17.2,17.2,17.4,"231,697",,
,7/29/2020,BENGALWTL,17.3,17,17,17.2,"169,831",,
,7/28/2020,BENGALWTL,17.2,17,17,17,"471,044",,
,7/27/2020,BENGALWTL,17,17,17,17,461,,
,7/26/2020,BENGALWTL,17,17,17,17,"6,028",,
,7/23/2020,BENGALWTL,17,17,17,17,"17,947",,
,7/22/2020,BENGALWTL,17,17,17,17,802,,
,7/21/2020,BENGALWTL,17,17,17,17,"4,500",,
,7/20/2020,BENGALWTL,17,17,17,17,"2,051",,
,7/19/2020,BENGALWTL,17,17,17,17,3,,
,7/16/2020,BENGALWTL,17,17,17,17,100,,
,7/15/2020,BENGALWTL,17,17,17,17,"7,102",,
,7/14/2020,BENGALWTL,17.1,17,17,17,"35,502",,
,7/13/2020,BENGALWTL,17.5,17,17,17,"293,497",,
,7/12/2020,BENGALWTL,17,17,17,17,"24,550",,
,7/9/2020,BENGALWTL,17,17,17,17,649,,
,7/8/2020,BENGALWTL,17,17,17,17,440,,
,7/7/2020,BENGALWTL,0,0,0,17,0,,
,7/6/2020,BENGALWTL,17,17,17,17,300,,
,7/5/2020,BENGALWTL,0,0,0,17,0,,
,7/2/2020,BENGALWTL,17,17,17,17,650,,
,8/10/2020,BERGERPBL,"1,330","1,315","1,323","1,325","2,195",,
,8/9/2020,BERGERPBL,"1,337.90","1,308.60","1,309","1,328.50","8,059",,
,8/6/2020,BERGERPBL,"1,318","1,308.60","1,315","1,308.70","4,532",,
,8/5/2020,BERGERPBL,"1,330","1,314","1,327.60","1,317.20","1,549",,
,8/4/2020,BERGERPBL,"1,335","1,311","1,314","1,327.60","3,567",,
,8/3/2020,BERGERPBL,"1,314","1,308.60","1,308.60","1,309","5,492",,
,7/30/2020,BERGERPBL,"1,308.60","1,308.60","1,308.60","1,308.60","1,741",,
,7/29/2020,BERGERPBL,"1,320","1,308.60","1,320","1,308.60","2,729",,
,7/28/2020,BERGERPBL,"1,319","1,308.60","1,317.30","1,308.60","3,632",,
,7/27/2020,BERGERPBL,"1,323.90","1,308.60","1,308.70","1,317.40","4,595",,
,7/26/2020,BERGERPBL,"1,311.10","1,308.60","1,308.60","1,308.60","3,908",,
,7/23/2020,BERGERPBL,"1,308.60","1,308.60","1,308.60","1,308.60","1,444",,
,7/22/2020,BERGERPBL,"1,308.60","1,308.60","1,308.60","1,308.60","1,940",,
,7/21/2020,BERGERPBL,"1,308.60","1,308.60","1,308.60","1,308.60","1,356",,
,7/20/2020,BERGERPBL,"1,308.60","1,308.60","1,308.60","1,308.60",554,,
,7/19/2020,BERGERPBL,"1,308.60","1,308.60","1,308.60","1,308.60","1,004",,
,7/16/2020,BERGERPBL,"1,308.60","1,308.60","1,308.60","1,308.60","1,021",,
,7/15/2020,BERGERPBL,"1,308.60","1,308.60","1,308.60","1,308.60","2,739",,
,7/14/2020,BERGERPBL,"1,308.60","1,308.60","1,308.60","1,308.60","3,650",,
,7/13/2020,BERGERPBL,"1,310","1,308.60","1,308.60","1,308.60","1,474",,
,7/12/2020,BERGERPBL,0,0,0,"1,328.90",0,,
,7/9/2020,BERGERPBL,"1,346","1,308.60","1,308.60","1,328.90","5,456",,
,7/8/2020,BERGERPBL,"1,308.60","1,308.60","1,308.60","1,308.60","1,694",,
,7/7/2020,BERGERPBL,"1,308.60","1,308.60","1,308.60","1,308.60","1,992",,
,7/6/2020,BERGERPBL,"1,308.60","1,308.60","1,308.60","1,308.60",196,,
,7/5/2020,BERGERPBL,"1,308.60","1,308.60","1,308.60","1,308.60",864,,
,7/2/2020,BERGERPBL,"1,308.60","1,308.60","1,308.60","1,308.60","2,197",,
,8/10/2020,BEXIMCO,19,17.4,18,18.6,"22,095,549",,
,8/9/2020,BEXIMCO,17.4,16.2,16.3,17.4,"12,351,080",,
,8/6/2020,BEXIMCO,15.9,14.2,14.2,15.9,"14,967,386",,
,8/5/2020,BEXIMCO,14.8,14,14.2,14.5,"11,624,172",,
,8/4/2020,BEXIMCO,14.6,14,14.5,14.2,"6,542,352",,
,8/3/2020,BEXIMCO,14.5,13.4,13.4,14.3,"10,673,995",,
,7/30/2020,BEXIMCO,13.4,13.1,13.1,13.4,"3,991,948",,
,7/29/2020,BEXIMCO,13.4,13,13.3,13.1,"3,054,268",,
,7/28/2020,BEXIMCO,13.5,13,13,13.3,"8,134,630",,
,7/27/2020,BEXIMCO,13,13,13,13,"2,611,742",,
,7/26/2020,BEXIMCO,13,13,13,13,"516,945",,
,7/23/2020,BEXIMCO,13,13,13,13,"539,015",,
,7/22/2020,BEXIMCO,13,13,13,13,"144,669",,
,7/21/2020,BEXIMCO,13,13,13,13,"241,028",,
,7/20/2020,BEXIMCO,13,13,13,13,"116,003",,
,7/19/2020,BEXIMCO,13,13,13,13,"210,335",,
,7/16/2020,BEXIMCO,13,13,13,13,"285,850",,
,7/15/2020,BEXIMCO,13.1,13,13,13,"844,916",,
,7/14/2020,BEXIMCO,13.1,13,13,13,"2,653,102",,
,7/13/2020,BEXIMCO,13.4,13,13.4,13,"7,325,879",,
,7/12/2020,BEXIMCO,13.6,13.2,13.5,13.3,"3,919,803",,
,7/9/2020,BEXIMCO,13.7,13.4,13.4,13.5,"4,059,692",,
,7/8/2020,BEXIMCO,13.4,13,13,13.3,"9,060,080",,
,7/7/2020,BEXIMCO,13,13,13,13,"178,649",,
,7/6/2020,BEXIMCO,13,13,13,13,"73,856",,
,7/5/2020,BEXIMCO,13,13,13,13,"46,356",,
,7/2/2020,BEXIMCO,13,13,13,13,"101,890",,
,8/10/2020,BGIC,32.5,31,32.2,31.2,"402,321",,
,8/9/2020,BGIC,32.2,30.6,30.8,32.1,"975,569",,
,8/6/2020,BGIC,31.5,28.6,30.2,30.8,"611,981",,
,8/5/2020,BGIC,31.5,29.3,29.3,30,"296,295",,
,8/4/2020,BGIC,29.8,28.6,29.8,29.3,"264,775",,
,8/3/2020,BGIC,30,27.9,27.9,29.4,"541,826",,
,7/30/2020,BGIC,27.5,26.1,26.2,27.4,"79,363",,
,7/29/2020,BGIC,27.9,25.3,25.6,26.8,"249,172",,
,7/28/2020,BGIC,26,24.5,24.5,25.6,"71,287",,
,7/27/2020,BGIC,24.8,22.9,22.9,24.5,"54,001",,
,7/26/2020,BGIC,23,22.8,22.8,22.9,"4,261",,
